name,group,'m1', 'm2', 'm3', 'm4', 'm5', 'm6', 'm7', 'fx', 'fy', 'fz', 'tx', 'alpha'
index,group,0.13635453465591504,0.0060281776172729385,0.6001713443842859,0.44893571774492125,0.8397527048346936,0.4773699127210993,0.8364371242361391,5.731972292722983,5.731972292722983,5.731972292722983,0,0.8
index,group,0.14809258693955304,0.010940343203886593,0.5927363957529758,0.4587936747170936,0.457204504456006,0.5114312770571902,0.9719737359015603,5.731972292722983,5.731972292722983,5.731972292722983,0,0.8
index,group,0.12591619536792104,5.154732195427365E-4,0.5656836816429722,0.4333391582668556,0.5005288181934074,0.5016530571364639,0.8807078773157191,5.731972292722983,5.731972292722983,5.731972292722983,0,0.8
index,group,0.1543205703241636,0.014628708823711709,0.6721557198513683,0.4990530700221706,0.7497665002147156,0.306478538267779,0.9257177112822423,5.731972292722983,5.731972292722983,5.731972292722983,0,0.8
index,group,0.1350015881127839,0.004704838800066706,0.5671773334229587,0.439005156154434,0.45632679124847253,0.5352023155647349,0.9242111748411131,5.731972292722983,5.731972292722983,5.731972292722983,0,0.8
index,group,0.12589395756376526,4.7079907455354524E-4,0.5460098640853667,0.421285652495804,0.541027326409855,0.5742175602100132,0.869963967951674,5.731972292722983,5.731972292722983,5.731972292722983,0,0.8
index,group,0.1259907609522388,2.4177625054353841E-4,0.5588381785351691,0.4342471727388006,0.3033927217758013,0.5004182845573345,0.9289863374239753,5.731972292722983,5.731972292722983,5.731972292722983,0,0.8
index,group,0.12874651012310095,0.001728186002595502,0.5968878165159701,0.4564161674135221,0.31954994928137137,0.38533003415562794,0.9363710592074739,5.731972292722983,5.731972292722983,5.731972292722983,0,0.8
index,group,0.1404255632981608,0,0.6514232012616592,0.49673398324854634,0.5098004088084699,0.5,1,6.448468829313355,6.448468829313355,6.448468829313355,0,0.9
index,group,0.1404255632981608,0,0.6514232012616592,0.49673398324854634,0.5098004088084699,0.5,1,6.448468829313355,6.448468829313355,6.448468829313355,0,0.9
index,group,0.1404255632981608,0,0.6514232012616592,0.49673398324854634,0.5098004088084699,0.5,1,6.448468829313355,6.448468829313355,6.448468829313355,0,0.9
index,group,0.1404255632981608,0,0.6514232012616592,0.49673398324854634,0.5098004088084699,0.5,1,6.448468829313355,6.448468829313355,6.448468829313355,0,0.9
index,group,0.1404255632981608,0,0.6514232012616592,0.49673398324854634,0.5098004088084699,0.5,1,6.448468829313355,6.448468829313355,6.448468829313355,0,0.9
index,group,0.1404255632981608,0,0.6514232012616592,0.49673398324854634,0.5098004088084699,0.5,1,6.448468829313355,6.448468829313355,6.448468829313355,0,0.9
index,group,0.1404255632981608,0,0.6514232012616592,0.49673398324854634,0.5098004088084699,0.5,1,6.448468829313355,6.448468829313355,6.448468829313355,0,0.9
index,group,0.1404255632981608,0,0.6514232012616592,0.49673398324854634,0.5098004088084699,0.5,1,6.448468829313355,6.448468829313355,6.448468829313355,0,0.9
index,group,0.1404255632981608,0,0.6514232012616592,0.49673398324854634,0.5098004088084699,0.5,1,6.448468829313355,6.448468829313355,6.448468829313355,0,0.9
index,group,0.1404255632981608,0,0.6514232012616592,0.49673398324854634,0.5098004088084699,0.5,1,6.448468829313355,6.448468829313355,6.448468829313355,0,0.9
